lexeme,sub_trait,subtrait_id
sini,e_assertiveness,29
jangan_jaim,e_assertiveness,29
jangan_jaga_image,e_assertiveness,29
undang,e_assertiveness,29
ajak,e_assertiveness,29
jangan_kelamaan,e_assertiveness,29
makanya_tobat,e_assertiveness,29
main_dong,e_assertiveness,29
transferin,e_assertiveness,29
harus_bisa,e_assertiveness,29
ngatur,e_assertiveness,29
obrolin_ajah,e_assertiveness,29
cek_videoku,e_assertiveness,29
jangan_beli,e_assertiveness,29
sana_pulang,e_assertiveness,29
dapat_hidayah,e_assertiveness,29
petunjuk,e_assertiveness,29
awet,e_assertiveness,29
bertahan,e_assertiveness,29
jual_janji_janji,e_assertiveness,29
memberi_harapan,e_assertiveness,29
ga_bisa_dibandingin,e_assertiveness,29
gak_ada_bandingnya,e_assertiveness,29
tidak_dibandingkan,e_assertiveness,29
berdiri_tegak,e_assertiveness,29
mempresentasikan,e_assertiveness,29
memaparkan,e_assertiveness,29
barisan_terdepan,e_assertiveness,29
utama,e_assertiveness,29
udah_susah,e_assertiveness,29
kita_siapkan,e_assertiveness,29
ya_kan,e_assertiveness,29
gak_setuju,e_assertiveness,29
tidak_setuju,e_assertiveness,29
sabar,e_assertiveness,29
serius,e_assertiveness,29
siap_tarung,e_assertiveness,29
sepadan,e_assertiveness,29
ditanggapi,e_assertiveness,29
dijajakan,e_assertiveness,29
tolak,e_assertiveness,29
penolakan,e_assertiveness,29
mengurangi,e_assertiveness,29
kemewahan,e_assertiveness,29
perbaikan,e_assertiveness,29
berani,e_assertiveness,29
mendobrak,e_assertiveness,29
talenta,e_assertiveness,29
cara_masing_masing,e_assertiveness,29
saya_tegas,e_assertiveness,29
bukannya_saya,e_assertiveness,29
saya_tetap,e_assertiveness,29
saya_tidak,e_assertiveness,29
saya_jelas,e_assertiveness,29
lantang,e_assertiveness,29
ditilang,e_assertiveness,29
stabilitas,e_assertiveness,29
menyikapi,e_assertiveness,29
dibersihkan,e_assertiveness,29
integritas,e_assertiveness,29
tolong_dibantu,e_assertiveness,29
efektif,e_assertiveness,29
cari,e_assertiveness,29
wajib_kalian_tau,e_assertiveness,29
nggak_usah_lama,e_assertiveness,29
hayuk,e_assertiveness,29
harus_lo,e_assertiveness,29
kudu,e_assertiveness,29
kepemimpinan,e_assertiveness,29
jangan_turun,e_assertiveness,29
lebih_baik_ini_saja,e_assertiveness,29
berkuasa,e_assertiveness,29
tegas,e_assertiveness,29
saran,e_assertiveness,29
tolong_dong,e_assertiveness,29
wajib_coba,e_assertiveness,29
jgn_lupa,e_assertiveness,29
musti_pinter_pinter,e_assertiveness,29
mesti_di_touch_up,e_assertiveness,29
dilapisi_lipbalm_dulu,e_assertiveness,29
kudu_reapply,e_assertiveness,29
jangan_bandingin,e_assertiveness,29
harus_hati2,e_assertiveness,29
teksturnya_enak_lho,e_assertiveness,29
jgn_lupa_ya,e_assertiveness,29
hrs_nunggu_sidang,e_assertiveness,29
harus_istirahat,e_assertiveness,29
jangan_lupa_dateng,e_assertiveness,29
wajib_banget_dateng,e_assertiveness,29
gak_boleh_ngeluh,e_assertiveness,29
jgn_marah2,e_assertiveness,29
ga_boleh_sombong,e_assertiveness,29
harus_touch_up,e_assertiveness,29
merekomendasikan,e_assertiveness,29
harus_rajin,e_assertiveness,29
usahaain_pake_lipbalm,e_assertiveness,29
eh_liat_emina,e_assertiveness,29
jangan_sampai_ketinggalan,e_assertiveness,29
ingetin,e_assertiveness,29
harus_kita_pisahkan,e_assertiveness,29
jangan_pernah_takut,e_assertiveness,29
harus_berani_keluar,e_assertiveness,29
harus_semangat,e_assertiveness,29
jangan_dengerin_omongan_orang,e_assertiveness,29
ikutin_passion,e_assertiveness,29
jangan_cepat_menyerah,e_assertiveness,29
jangan_cek,e_assertiveness,29
ngevloggg_bareng_yuk,e_assertiveness,29
jangan_ajak,e_assertiveness,29
cari_alesan,e_assertiveness,29
jangan_dibasa_basiin,e_assertiveness,29
jangan_meremehkan,e_assertiveness,29
jangan_kabur,e_assertiveness,29
tolong_rekomendasiin,e_assertiveness,29
jangan_kebolak_balik,e_assertiveness,29
jangan_caper,e_assertiveness,29
harus_dipakein_lipbalm,e_assertiveness,29
rekomen_buat_pemula,e_assertiveness,29
ombre_bibir_yuk,e_assertiveness,29
harus_banget_nyobain,e_assertiveness,29
gausah_ribet_ribet,e_assertiveness,29
cobain_guys,e_assertiveness,29
harus_sering_touchup,e_assertiveness,29
ga_bakal_nyesel,e_assertiveness,29
ga_sia_sia,e_assertiveness,29
jangan_ragu,e_assertiveness,29
bikin_konten_bareng,e_assertiveness,29
pilih_aku_ya,e_assertiveness,29
jangan_jatuh_cinta,e_assertiveness,29
bakal_kasi,e_assertiveness,29
harus_meneruskan_perjuangan,e_assertiveness,29
kuy_cobain,e_assertiveness,29
cobain_deh,e_assertiveness,29
nonton_kuy,e_assertiveness,29
waspada,e_assertiveness,29
sebarkan,e_assertiveness,29
tarik_mangggg,e_assertiveness,29
jangan_balas_dendam,e_assertiveness,29
jangan_kamu_menghakimi,e_assertiveness,29
km_harus_kembali,e_assertiveness,29
rekomendasikan,e_assertiveness,29
yuk_ngabuburit,e_assertiveness,29
nonton_segera,e_assertiveness,29
kasih_pertanyaan,e_assertiveness,29
jangan_dibawa_lemes,e_assertiveness,29
ayo_meriahkan,e_assertiveness,29
jangan_sombong_sombong,e_assertiveness,29
jangan_tidur_malam2,e_assertiveness,29
sebutin,e_assertiveness,29
jgn_tanya,e_assertiveness,29
jgn_tunda,e_assertiveness,29
jgn_terlalu_membenci,e_assertiveness,29
jgn_terlalu_mencintai,e_assertiveness,29
suruh_nikah,e_assertiveness,29
bikinin_pantun,e_assertiveness,29
berdamailah,e_assertiveness,29
jangan_gampang_puas,e_assertiveness,29
jgn_mudah_emosi,e_assertiveness,29
dicatat_dengan_baik,c_competence,15
diterima,c_competence,15
tetep_sikat,c_competence,15
ambil,c_competence,15
hebat,c_competence,15
sukses,c_competence,15
menang,c_competence,15
cacat_hukum,c_competence,15
tidak_sempurna,c_competence,15
makin_salah,c_competence,15
tidak_baik,c_competence,15
paling_paham,c_competence,15
memahami,c_competence,15
nggak_ngerti,c_competence,15
tidak_mengerti,c_competence,15
layak,c_competence,15
pantas,c_competence,15
segera,c_competence,15
ga_bisa,c_competence,15
tidak_bisa,c_competence,15
nda_bisa,c_competence,15
kaga_bisa,c_competence,15
kehebatan,c_competence,15
kompetensi,c_competence,15
semakin_mampu,c_competence,15
semakin_bisa,c_competence,15
selalu_bisa,c_competence,15
kompeten,c_competence,15
sanggup,c_competence,15
dicapai,c_competence,15
pemahaman,c_competence,15
berhasil,c_competence,15
reputasi,c_competence,15
sudah_tuntas,c_competence,15
mampu,c_competence,15
bisa,c_competence,15
kita_bisa,c_competence,15
kemampuan,c_competence,15
ketidakmampuan_mengelola,c_competence,15
tidak_mampu_mengelola,c_competence,15
lebih_jago,c_competence,15
menguatkan,c_competence,15
kekuatan,c_competence,15
keberanian,c_competence,15
percaya_diri,c_competence,15
kesulitan,c_competence,15
selesaikan,c_competence,15
progresif,c_competence,15
peningkatan,c_competence,15
bersama_tingkatkan,c_competence,15
meningkatkan,c_competence,15
amatiran,c_competence,15
kurang_kompeten,c_competence,15
pemenangan,c_competence,15
memenangkan,c_competence,15
paham,c_competence,15
ngga_rumit,c_competence,15
tidak_susah,c_competence,15
kaga_susah,c_competence,15
gk_susah,c_competence,15
bisa_kerja,c_competence,15
ngalahin,c_competence,15
gempuran,c_competence,15
top,c_competence,15
nemu,c_competence,15
menemukan,c_competence,15
ya_baguslah,c_competence,15
bagus,c_competence,15
mimpin,c_competence,15
memimpin,c_competence,15
kalah_saing,c_competence,15
kekalahan,c_competence,15
kalah,c_competence,15
pembuktian,c_competence,15
menghasilkan,c_competence,15
gagah,c_competence,15
wibawa,c_competence,15
kemenangan,c_competence,15
salut,c_competence,15
keprofesorannya,c_competence,15
jabatan,c_competence,15
memintarkan_diri,c_competence,15
pintar,c_competence,15
aku_anggap,c_competence,15
dianggap,c_competence,15
tunjukan,c_competence,15
menunjukan,c_competence,15
mestinya,c_competence,15
seharusnya,c_competence,15
terutama,c_competence,15
prioritas,c_competence,15
ajaib,c_competence,15
mengalahkan,c_competence,15
menyaingi,c_competence,15
senasib,c_competence,15
sama,c_competence,15
ga_sibuk,c_competence,15
kegiatan,c_competence,15
aktivitas,c_competence,15
niat,c_competence,15
ada_tujuan,c_competence,15
gak_mampu,c_competence,15
racunin,c_competence,15
mempengaruhi,c_competence,15
bakatmu,c_competence,15
cemen,c_competence,15
gampang,c_competence,15
gak_sulit,c_competence,15
ngerti,c_competence,15
gak_kalah,c_competence,15
tidak_selesai,c_competence,15
udah_bagus,c_competence,15
tidak_buruk,c_competence,15
kesusahan,c_competence,15
membanggakan,c_competence,15
bangga,c_competence,15
keberhasilan,c_competence,15
beres,c_competence,15
selesai,c_competence,15
jangan_lanjut,c_competence,15
tidak_dilanjutkan,c_competence,15
tanpa_disadari,c_competence,15
tidak_sadar,c_competence,15
tangan_dingin,c_competence,15
keahlian,c_competence,15
orang_hebat,c_competence,15
teruji,c_competence,15
terbaik,c_competence,15
cepet,c_competence,15
cepat,c_competence,15
tanggung_jawab,c_competence,15
bertanggung_jawab,c_competence,15
kalau_berani,c_competence,15
komit,c_competence,15
komitmen,c_competence,15
berkomitmen,c_competence,15
capaiannya,c_competence,15
kompleksitasnya,c_competence,15
ditopang,c_competence,15
penggerak,c_competence,15
tulang_punggung,c_competence,15
dibutuhkan,c_competence,15
diperlukan,c_competence,15
menengguk,c_competence,15
mendapatkan,c_competence,15
diuntungkan,c_competence,15
untung,c_competence,15
power,c_competence,15
penguasaan,c_competence,15
berkualitas,c_competence,15
berkarya,c_competence,15
menciptakan,c_competence,15
perkasa,c_competence,15
kapten,c_competence,15
pemimpin,c_competence,15
leader,c_competence,15
lebih_dari_itu,c_competence,15
lebih_mampu,c_competence,15
menonjol,c_competence,15
unggul,c_competence,15
keras,c_competence,15
jadi_tumpuan,c_competence,15
jadi_jagoan,c_competence,15
ciamik,c_competence,15
memukau,c_competence,15
cadas,c_competence,15
diundang,c_competence,15
pakar,c_competence,15
segala_bidang,c_competence,15
mental,c_competence,15
daya_juang,c_competence,15
semangat_juang,c_competence,15
jawara,c_competence,15
jago,c_competence,15
kompetitif,c_competence,15
disegani,c_competence,15
handal,c_competence,15
bersaing,c_competence,15
tegak,c_competence,15
kuat,c_competence,15
kelas_kakap,c_competence,15
jago_bgt,c_competence,15
jago_banget,c_competence,15
lebih_paham,c_competence,15
lebih_ngerti,c_competence,15
lebih_mengerti,c_competence,15
performa,c_competence,15
penampilan,c_competence,15
aku_jualan_juga,c_competence,15
aku_tau,c_competence,15
udah_tau,c_competence,15
mengetahui,c_competence,15
beda_selera_kita,c_competence,15
caranya,c_competence,15
diyakinkan,c_competence,15
dari_tadi_diajak_ngebuktiin,c_competence,15
kadang_anda_merasa,c_competence,15
kami_akan,c_competence,15
memulai_sesuatu,c_competence,15
mari_kita_bersiap_siap,c_competence,15
memang_gak_ada,c_competence,15
menurut_gw,c_competence,15
menurut_saya,c_competence,15
menurut_aku,c_competence,15
mudah,c_competence,15
ez,c_competence,15
namun_aku,c_competence,15
pantes_kamu,c_competence,15
padahal_seringnya,c_competence,15
sama_kayak_kamu,c_competence,15
sama_seperti_kamu,c_competence,15
semangat_dan_sukses_selalu,c_competence,15
aku_pasti_sukses,c_competence,15
tuh_kan,c_competence,15
yang_bisa,c_competence,15
melakukan,c_competence,15
jagoan,c_competence,15
kualitasnya_gak_murahan,c_competence,15
tahan_sampe_seharian,c_competence,15
juara_banget_sih,c_competence,15
enteng,c_competence,15
ga_cepet_lunturrr,c_competence,15
tahan_lama,c_competence,15
bisa_mengerjakan,c_competence,15
pandai_berucap,c_competence,15
segudang_prestasi,c_competence,15
tidak_memberatkan,a_compliance,3
bantu_berkembang,a_compliance,3
dibanggakan,a_compliance,3
gak_keberatan,a_compliance,3
gk_keberatan,a_compliance,3
ngga_keberatan,a_compliance,3
kaga_keberatan,a_compliance,3
gapapa,a_compliance,3
gak_apa_apa,a_compliance,3
gpp_sih,a_compliance,3
ga_apa_apa,a_compliance,3
ikhlaskan,a_compliance,3
relakan,a_compliance,3
ridhokan,a_compliance,3
ikhlas,a_compliance,3
mendengar_saran,a_compliance,3
dengar_saran,a_compliance,3
denger_saran,a_compliance,3
nah_kan,a_compliance,3
silakan,a_compliance,3
gakpapa,a_compliance,3
ya_tidak_apa_apa,a_compliance,3
penuhi_janjinya,a_compliance,3
jaga_kepercayaan,a_compliance,3
kebijakan,a_compliance,3
mari,a_compliance,3
hoax,a_compliance,3
tipuan,a_compliance,3
jebakan,a_compliance,3
silakan_ditanya,a_compliance,3
dipercaya,a_compliance,3
bisa_dipercaya,a_compliance,3
ijin,a_compliance,3
persetujuan,a_compliance,3
pentjitraan,a_compliance,3
makmur,a_compliance,3
halalkan_segala_cara,a_compliance,3
curang,a_compliance,3
amanah,a_compliance,3
bijak,a_compliance,3
oke,a_compliance,3
yoi,a_compliance,3
ya,a_compliance,3
iya,a_compliance,3
dong,a_compliance,3
iya_nih,a_compliance,3
bener,a_compliance,3
reaksi,a_compliance,3
tanggapan,a_compliance,3
iya_juga,a_compliance,3
kagak,a_compliance,3
meredam,a_compliance,3
mengatur,a_compliance,3
mengendalikan,a_compliance,3
memantau,a_compliance,3
mengontrol,a_compliance,3
legowo,a_compliance,3
dibuktikan,a_compliance,3
terbukti,a_compliance,3
menghidupkan,a_compliance,3
menyalakan,a_compliance,3
komitmen_besar,a_compliance,3
pendirian,a_compliance,3
memperkuat,a_compliance,3
apa_salahnya,a_compliance,3
mengembangkan,a_compliance,3
dibangga_banggakan,a_compliance,3
bangga,a_compliance,3
ya_ga_apa,a_compliance,3
tidak_apa,a_compliance,3
nanti_kita,a_compliance,3
tidak_kontra,a_compliance,3
oke_lah,a_compliance,3
udah_ada,a_compliance,3
tersedia,a_compliance,3
ngerintis,a_compliance,3
memulai,a_compliance,3
daripada,a_compliance,3
pembanding,a_compliance,3
kemacetan,a_compliance,3
macet,a_compliance,3
menghidupi,a_compliance,3
membiayai,a_compliance,3
boros,a_compliance,3
tidak_hemat,a_compliance,3
baik,a_compliance,3
betul,a_compliance,3
ga_setuju,a_compliance,3
gak_setuju,a_compliance,3
kaga_setuju,a_compliance,3
tidak_setuju,a_compliance,3
saya_juga_tidak_mendukung,a_compliance,3
aku_juga_tidak_mendukung,a_compliance,3
gw_juga_kaga_mendukung,a_compliance,3
ya_juga_ya,a_compliance,3
owalah,a_compliance,3
betul_sekali,a_compliance,3
yah_keceplosan,a_compliance,3
jangan_salahin,a_compliance,3
nyalahin,a_compliance,3
menyalahkan,a_compliance,3
makenya_puas,a_compliance,3
puas,a_compliance,3
menjalani_hari2,a_compliance,3
komunikasi_baik,a_compliance,3
sprti_lipcream_mahal,a_compliance,3
awet_juga_dibibir,a_compliance,3
canci_bgtt,a_compliance,3
ringan_bgt_dibibir,a_compliance,3
gampang_di_blend,a_compliance,3
mantapp_jiwa,a_compliance,3
menginspirasi_banget,a_compliance,3
sangat_memotivasi,a_compliance,3
silahkan_ketawa,a_compliance,3
murah_senyum,a_compliance,3
gw_bangga,a_compliance,3
bonus,a_compliance,3
pelayanannya_yg_ramah,a_compliance,3
bolehhhh,a_compliance,3
gombalin,a_compliance,3
yang_baik,c_deliberation,16
tidak_buruk,c_deliberation,16
bukan_hanya,c_deliberation,16
mempertimbangkan,c_deliberation,16
semakin_baik,c_deliberation,16
justru_enak,c_deliberation,16
sekedar,c_deliberation,16
hanya_akan,c_deliberation,16
perbandingan,c_deliberation,16
santai,c_deliberation,16
santuy,c_deliberation,16
sans_ae,c_deliberation,16
tenang,c_deliberation,16
kalau_saya_mah,c_deliberation,16
kayak_gitu,c_deliberation,16
gmn_baiknya?,c_deliberation,16
pastiin_dulu,c_deliberation,16
kenapa_tidak,c_deliberation,16
apa_lagi?,c_deliberation,16
memastikan,c_deliberation,16
akal_sehat,c_deliberation,16
mikir,c_deliberation,16
berfikir,c_deliberation,16
bedakan,c_deliberation,16
entah_apa,c_deliberation,16
sebagaimana_biasanya,c_deliberation,16
lalu_untuk_apa,c_deliberation,16
pertimbangan,c_deliberation,16
ketimbang,c_deliberation,16
emang_jadi,c_deliberation,16
dibanding,c_deliberation,16
periksa,c_deliberation,16
ngecek,c_deliberation,16
cek_dulu,c_deliberation,16
mengecek,c_deliberation,16
sama_juga,c_deliberation,16
kalo_didukung,c_deliberation,16
kalo_ga_dukung,c_deliberation,16
kalo_kaga_dukung,c_deliberation,16
kalo_tidak_mendukung,c_deliberation,16
berubah,c_deliberation,16
ngerubah,c_deliberation,16
bisa_diukur,c_deliberation,16
dapat_diukur,c_deliberation,16
memilih,c_deliberation,16
klw,c_deliberation,16
kalo,c_deliberation,16
kalau,c_deliberation,16
salah_atau_benar,c_deliberation,16
logis_atau_tidak_logis,c_deliberation,16
surga_atau_neraka,c_deliberation,16
salah_kaprah,c_deliberation,16
menghindari,c_deliberation,16
menghindari_sesuatu,c_deliberation,16
cek,c_deliberation,16
silakan_lanjut,c_deliberation,16
silakan_baca,c_deliberation,16
mungkin_maksudnya,c_deliberation,16
seolah-olah,c_deliberation,16
iya_makanya,c_deliberation,16
maka_dari_itu,c_deliberation,16
ngawur,c_deliberation,16
ngomong_asal,c_deliberation,16
tidak_ngawur,c_deliberation,16
tidak_ngomong_asal,c_deliberation,16
paling,c_deliberation,16
katanya,c_deliberation,16
tetapi,c_deliberation,16
tapi,c_deliberation,16
boleh_atau_tidak,c_deliberation,16
krn_terlanjur,c_deliberation,16
tergesa_gesa,c_deliberation,16
terburu_buru,c_deliberation,16
untuk_memastikan,c_deliberation,16
pilih_gak_ya,c_deliberation,16
belum_tentu,c_deliberation,16
tidak_pasti,c_deliberation,16
inkonsistensi,c_deliberation,16
gak_konsisten,c_deliberation,16
kaga_konsisten,c_deliberation,16
tidak_konsisten,c_deliberation,16
perkiraan,c_deliberation,16
sepenuhnya_salah_atau_sepenuhnya_benar,c_deliberation,16
maksa,c_deliberation,16
terlanjur,c_deliberation,16
selain,c_deliberation,16
bisa_jadi,c_deliberation,16
kurang_lebih,c_deliberation,16
bandingin,c_deliberation,16
kita_uji,c_deliberation,16
apapun_hasilnya,c_deliberation,16
apa_saja_hasilnya,c_deliberation,16
kemampuan_terbaik,c_deliberation,16
kan_udah,c_deliberation,16
dicekin,c_deliberation,16
cek_kembali,c_deliberation,16
cek_ulang,c_deliberation,16
dicek_kembali,c_deliberation,16
dicek_ulang,c_deliberation,16
beberapa,c_deliberation,16
pelan_pelan,c_deliberation,16
dicek,c_deliberation,16
salah_info,c_deliberation,16
selain_itu,c_deliberation,16
kadang,c_deliberation,16
kayak,c_deliberation,16
seperti,c_deliberation,16
lumayan,c_deliberation,16
bedanya,c_deliberation,16
cari_tahu,c_deliberation,16
waras,c_deliberation,16
terus_nanti,c_deliberation,16
ngapain,c_deliberation,16
untuk_apa,c_deliberation,16
dipertanyakan,c_deliberation,16
diperhitungkan,c_deliberation,16
lah,c_deliberation,16
meragukan,c_deliberation,16
bandingkan_dengan,c_deliberation,16
lagian,c_deliberation,16
lagi_pula,c_deliberation,16
kontemplasi,c_deliberation,16
masalah,c_deliberation,16
menilai,c_deliberation,16
ngga_gini_bukan,c_deliberation,16
masa_sih,c_deliberation,16
resiko,c_deliberation,16
sebelum_berbuat,c_deliberation,16
buktinya_apa,c_deliberation,16
keputusan,c_deliberation,16
hasil,c_deliberation,16
simpulan,c_deliberation,16
krosek,c_deliberation,16
sebaiknya,c_deliberation,16
merekam,c_deliberation,16
nanggepin,c_deliberation,16
menjawab,c_deliberation,16
memenuhi,c_deliberation,16
tanggep,c_deliberation,16
respons,c_deliberation,16
coba_cari_tahu,c_deliberation,16
konfirmasi,c_deliberation,16
kayanya,c_deliberation,16
dugaan,c_deliberation,16
coba_aja,c_deliberation,16
pengingat,c_deliberation,16
memberi_tahu,c_deliberation,16
teliti,c_deliberation,16
akurat,c_deliberation,16
doktrin,c_deliberation,16
menganjurkan,c_deliberation,16
pura_pura,c_deliberation,16
beda,c_deliberation,16
berbeda,c_deliberation,16
memimpikan,c_deliberation,16
mengidamkan,c_deliberation,16
melecehkan,c_deliberation,16
meremehkan,c_deliberation,16
mencari,c_deliberation,16
entahlah,c_deliberation,16
tidak_peduli,c_deliberation,16
cuek,c_deliberation,16
motif,c_deliberation,16
dorongan,c_deliberation,16
mengingatkan,c_deliberation,16
diingatkan,c_deliberation,16
memahami,c_deliberation,16
mengerti,c_deliberation,16
sia_sia,c_deliberation,16
ditawarkan,c_deliberation,16
atau,c_deliberation,16
cuma,c_deliberation,16
siapa_aja,c_deliberation,16
bukan_agar,c_deliberation,16
pastiin,c_deliberation,16
dari_pengalaman,c_deliberation,16
kalo_memang,c_deliberation,16
jika_benar,c_deliberation,16
mencoba_memahami,c_deliberation,16
mungkin_ada,c_deliberation,16
beralasan,c_deliberation,16
kalo_itu_bisa,c_deliberation,16
aku_bisa_ngerti,c_deliberation,16
aku_bisa_mengerti,c_deliberation,16
aku_bisa_paham,c_deliberation,16
wajar,c_deliberation,16
menggeprek,c_deliberation,16
mukul,c_deliberation,16
memukul,c_deliberation,16
menonjok,c_deliberation,16
metinju,c_deliberation,16
coba_fotoin,c_deliberation,16
coba_kerjain,c_deliberation,16
percobaan,c_deliberation,16
ajakin,c_deliberation,16
mari_main,c_deliberation,16
ajakan,c_deliberation,16
hayu,c_deliberation,16
kekurangan,c_deliberation,16
motivasi,c_deliberation,16
ada_berapa_banyak,c_deliberation,16
saya_kira,c_deliberation,16
gw_kira,c_deliberation,16
diperiksa,c_deliberation,16
dikoreksi,c_deliberation,16
takut_lupa,c_deliberation,16
ajak_ga_ya,c_deliberation,16
takut,c_deliberation,16
dikirain,c_deliberation,16
kirain_teh,c_deliberation,16
kirain,c_deliberation,16
realitanya,c_deliberation,16
fakta,c_deliberation,16
proteksi,c_deliberation,16
pelindung,c_deliberation,16
perlindungan,c_deliberation,16
tanggapi,c_deliberation,16
diaspirasi,c_deliberation,16
saran,c_deliberation,16
ibarat,c_deliberation,16
misalnya,c_deliberation,16
melalui,c_deliberation,16
butuh_biaya,c_deliberation,16
yang_paling_penting,c_deliberation,16
kenapa,c_deliberation,16
apa_salahnya,c_deliberation,16
daripada,c_deliberation,16
pilih,c_deliberation,16
tidak_murah,c_deliberation,16
gimana_sih,c_deliberation,16
bagaimana_agar,c_deliberation,16
orientasi,c_deliberation,16
tujuan,c_deliberation,16
apa_emang,c_deliberation,16
pilih_mana,c_deliberation,16
mana,c_deliberation,16
saya_pikir,c_deliberation,16
coba_tanyakan,c_deliberation,16
masih_perlu,c_deliberation,16
memangnya,c_deliberation,16
berhati_hati,c_deliberation,16
masih_adakah,c_deliberation,16
menyikapi,c_deliberation,16
uji,c_deliberation,16
direnungkan,c_deliberation,16
dievaluasi,c_deliberation,16
renungkan,c_deliberation,16
evaluasi,c_deliberation,16
kenapa_masih,c_deliberation,16
belum_termasuk,c_deliberation,16
mau_ngapain,c_deliberation,16
mempertanyakan,c_deliberation,16
mengulang_kembali,c_deliberation,16
masih_banyak,c_deliberation,16
awasi,c_deliberation,16
menanya,c_deliberation,16
mengambil_hikmah,c_deliberation,16
berpikir,c_deliberation,16
berpikir_jernih,c_deliberation,16
apa_masih,c_deliberation,16
membandingkan,c_deliberation,16
mending,c_deliberation,16
dipikirkan,c_deliberation,16
apa_benar,c_deliberation,16
sesusah_apa,c_deliberation,16
sesulit_apa,c_deliberation,16
yang_jelas,c_deliberation,16
apa_pula,c_deliberation,16
sama_ama,c_deliberation,16
sekitar,c_deliberation,16
sekeliling,c_deliberation,16
seputar,c_deliberation,16
aku_juga,c_deliberation,16
aku_tersadar,c_deliberation,16
sadar_akan_sesuatu,c_deliberation,16
bener_banget,c_deliberation,16
bro_kan_cuma,c_deliberation,16
cepat_atau_lambat,c_deliberation,16
cuma_siapa_tau,c_deliberation,16
eh_tapi,c_deliberation,16
enggak,c_deliberation,16
gaakan_nolak,c_deliberation,16
gak_bakal_ragu,c_deliberation,16
gak_habis_pikir,c_deliberation,16
memikirkan_sesuatu,c_deliberation,16
gak_logis,c_deliberation,16
gak_masuk_akal,c_deliberation,16
gimana_kalo,c_deliberation,16
menawarkan,c_deliberation,16
gw_lbh_suka,c_deliberation,16
saya_lebih_suka,c_deliberation,16
gw_lebih_pengen,c_deliberation,16
gw_mah,c_deliberation,16
saya_sih,c_deliberation,16
harusnya_iya,c_deliberation,16
harusnya_sih_ada,c_deliberation,16
itu_kudune,c_deliberation,16
itu_harusnya,c_deliberation,16
itu_tergantung,c_deliberation,16
justru_kalo_ada,c_deliberation,16
kalo_gw_pake,c_deliberation,16
kalau_saya_pakai,c_deliberation,16
kalo_mau_main_ke,c_deliberation,16
kalo_mau_beli_itu_aja,c_deliberation,16
kalo_pun,c_deliberation,16
kayak_pernah_liat,c_deliberation,16
kesepakatan,c_deliberation,16
lebih_baik_tidak,c_deliberation,16
main_ke_sini,c_deliberation,16
makanya_ituuu,c_deliberation,16
makanya_jangan_bersin,c_deliberation,16
maka_dari_itu_jangan_bersin,c_deliberation,16
makanya_ketika,c_deliberation,16
makanya_menurut_gw,c_deliberation,16
makanya_untung,c_deliberation,16
mari_saling_menjaga,c_deliberation,16
masih_jadi,c_deliberation,16
mending_nyerah_aja,c_deliberation,16
menentukan,c_deliberation,16
memutuskan_sesuatu,c_deliberation,16
mungkin_bisa,c_deliberation,16
namun,c_deliberation,16
namun_apabila_saya,c_deliberation,16
padahal_mah_nikmatin_aja,c_deliberation,16
pilihan_sulit,c_deliberation,16
referensi_saya_sendiri,c_deliberation,16
saya_memutuskan_untuk,c_deliberation,16
saya_pastikan,c_deliberation,16
saya_pilih_pilih,c_deliberation,16
sebetulnya,c_deliberation,16
sekejab_lagi,c_deliberation,16
sebentar_lagi,c_deliberation,16
bentar_lagi,c_deliberation,16
seolah_olah,c_deliberation,16
sepemikiran,c_deliberation,16
setidaknya,c_deliberation,16
mebandingkan,c_deliberation,16
tapi_gini_okejuga,c_deliberation,16
tapi_kalo,c_deliberation,16
tapi_memang,c_deliberation,16
tapi_mungkin,c_deliberation,16
tapi_setelah_gw_pikir2,c_deliberation,16
tapi_setelah_saya_pikir_pikir,c_deliberation,16
tapi_ya,c_deliberation,16
tergantung_dari,c_deliberation,16
walaupun,c_deliberation,16
yakali,c_deliberation,16
yup,c_deliberation,16
suka_sih,c_deliberation,16
lebih_bagus,c_deliberation,16
tapi_gatau_kenapa,c_deliberation,16
lebih_oke,c_deliberation,16
meskipun,c_deliberation,16
agak_bingung,c_deliberation,16
pdhl,c_deliberation,16
tak_tentu,c_deliberation,16
bingung_bgt,c_deliberation,16
didebatin,c_deliberation,16
agak_genggeus,c_deliberation,16
jarang_dipake,c_deliberation,16
malah_bagus,c_deliberation,16
bandingin_harga,c_deliberation,16
barangkali,c_deliberation,16
warnanya_agak_terang,c_deliberation,16
kurang_menarik,c_deliberation,16
sempet_gayakin,c_deliberation,16
dibandingkan,c_deliberation,16
keraguan,c_deliberation,16
aku_kira,c_deliberation,16
ternyata,c_delibration,17
coba_cek,c_delibration,17
rekomendasi,c_delibration,17
menyarankan,c_delibration,17
cek_sendiri,c_delibration,17
bisa_ada,c_delibration,17
bisa_jadi,c_delibration,17
kemungkinan,c_delibration,17
gak_ngabaiin,c_delibration,17
tidak_mengabaikan,c_delibration,17
jangan_separo_separo,c_delibration,17
jangan_nanggung,c_delibration,17
jangan_tanggung,c_delibration,17
ya_emang_engga,c_delibration,17
solid,c_delibration,17
awet,c_delibration,17
saya_cek,c_delibration,17
coba_kita_cek,c_delibration,17
resiko,c_delibration,17
diinget_inget,c_delibration,17
